id,key,name,text,pages,Group,platform,load,created_at,updated_at
1684,performance_efficiency_test.label.efficiency_test,en,Efficiency Test,performance_efficiency_test,label,any,f,,
1685,performance_efficiency_standard.label.efficiency_standards,en,Efficiency Standards,performance_efficiency_standard,label,any,f,,
1686,emptying_operator.message.file_size_error,en,File size error,emptying operator,message,mobile,f,,
1687,"emptying_operator.message.the_image_size_exceeds_5_mb,_please_try_again",en,"The image size exceeds 5 MB, please try again.",emptying operator,message,mobile,f,,
1688,building_surveyor.label.latitude,en,Latitude,building surveyor,label,mobile,f,,
1689,building_surveyor.label.longitude,en,Longitude,building surveyor,label,mobile,f,,
1690,general.button.upload,en,Upload,general,button,mobile,f,,
1691,low_income_community.message.low_income_community_deleted_successfully,en,Low Income Community deleted successfully.,low_income_community,message,any,f,,
1692,low_income_community.message.failed_to_delete_low_income_community,en,Failed to delete Low Income Community.,low_income_community,message,any,f,,
1693,low_income_community.message.low_income_community_updated_successfully,en,Low Income Community updated successfully.,low_income_community,message,any,f,,
1694,low_income_community.message.failed_to_update_low_income_community,en,Failed to update Low Income Community.,low_income_community,message,any,f,,
1695,low_income_community.message.the_selected_area_should_be_within_the_municipality_boundary,en,The selected area should be within the Municipality Boundary,low_income_community,message,any,f,,
1696,low_income_community.message.failed_to_find_the_ward_for_the_selected_area,en,Failed to find the ward for the selected area,low_income_community,message,any,f,,
1697,low_income_community.message.failed_to_add_low_income_community,en,Failed to Add Low Income Community,low_income_community,message,any,f,,
1698,emptying.message.error_unable_to_save_reciept_image,en,Error! Unable to save receipt image.,emptying,message,any,f,,
1699,building_survey.message.building_survey_deleted_successfully,en,Building Survey deleted successfully.,building_survey,message,any,f,,
1700,building_survey.validation.failed_to_delete_building_survey,en,Failed to delete Building Survey,building_survey,message,any,f,,
1701,cwis.message.cwis_data_updated_successfully,en,CWIS data updated successfully.,cwis,message,any,f,,
1702,containments.message.containment_could_not_be_created,en,Containment could not be created,containments,message,any,f,,
1703,containments.message.containment_could_not_be_updated,en,Containment could not be updated,containments,message,any,f,,
1704,"containments.message.failed_to_delete_containment,_it_is_associated_with_building_information",en,"Failed to delete Containment, it is Associated with Building Information",containments,message,any,f,,
1705,containments.message.failed_to_delete_containment,en,Failed to Delete Containment,containments,message,any,f,,
1706,containments.message.containment_connection_deleted_successfully,en,Containment Connection Deleted Successfully.,containments,message,any,f,,
1707,containments.message.cannot_delete_containment_that_has_running_application_(emptying_not_completed),en,Cannot delete Containment that has running Application (Emptying not completed).,containments,message,any,f,,
1708,language.button.add_language,en,Add Language,language,button,any,f,,
1709,language.button.download_csv_template_for_import,en,Download CSV Template for Import,language,button,any,f,,
1710,language.label.language,en,Language,language,label,any,f,,
1711,language.label.language_code,en,Language Code,language,label,any,f,,
1712,language.message.language_file_generated_successfully,en,Language file generated successfully,language,message,any,f,,
1713,language.message.failed_to_generate_the_language_file,en,Failed to generate the language file.,language,message,any,f,,
1714,language.message.unable_to_generate_language_file_please_request_system_admininstrator_to_check_file_permission_of_your_/lang_folder,en,Unable to generate language file. Please request system administrator to check file permission of your /lang folder.,language,message,any,f,,
1715,language.message.sorry_unable_find_the_language,en,Sorry! Unable find the language,language,message,any,f,,
1716,language.message.language_added_successfully,en,Language Added successfully,language,message,any,f,,
1717,language.message.something_went_wrong:,en,Something went wrong:,language,message,any,f,,
1718,language.message.language_updated_successfully,en,Language updated successfully,language,message,any,f,,
1719,language.message.failed_to_update_language,en,Failed to update Language,language,message,any,f,,
1720,language.message.language_deleted_successfully,en,Language deleted successfully,language,message,any,f,,
1721,language.message.translations_have_been_imported_successfully_generate_the_translation_file_to_reflect_changes,en,Translations have been imported successfully. Generate the translation file to reflect changes.,language,message,any,f,,
1722,dashboard.charts.yearly_distrubution_waterborne_disease_incidents,en,Yearly Distribution of Waterborne Disease Incidents,dashboard,charts,any,f,,
1723,general.label.urban_management,en,Urban Management DSS,general,label,any,f,,
1724,emptying_operator.message.emptying_service_saved_successfully,en,Emptying service saved successfully.,emptying operator,message,mobile,f,,
1725,emptying_operator.message.the_number_of_trips_must_be_greater_than_0,en,The number of trips must be greater than 0.,emptying operator,message,any,f,,
1726,dashboard.charts.performance_municipal_treatment_plants_last_five_years,en,Performance of Municipal Treatment Plants for Last Five Years,dashboard,charts,any,f,,
1727,dashboard.charts.volume_sludge_emptied,en,Volume of Sludge Emptied (m³),dashboard,countbox,any,f,,
1728,dashboard.fsm_dashboard.volume_sludge_dispoised_fstp,en,Volume of Sludge disposed on FSTP (m³),fsm_dashboard,countbox,any,f,,
1729,building.message.failed_delete_building_associated_containment_information,en,"Failed to delete Building, it is associated with Containment Information",building,message,any,f,,
1730,building.validation.structure_type_is_req,en,Structure Type required.,building,validation,any,f,,
1731,building.validation.bin_main_building-req,en,BIN of Main Building required.,building,validation,any,f,,
1732,building.validation.toilet_presence_yes_use_category_public_community_toilet,en,The Toilet Presence must be Yes when Use Category is Public Toilet or Community Toilet,building,validation,any,f,,
1733,building.validation.house_image_must_image,en,The house image must be an image.,building,validation,any,f,,
1734,emptying.validation.the_service_receiver_contact_number_must_be_a_number,en,The service receiver contact number must be a number.,emptying,validation,any,f,,
1735,emptying.validation.the_total_cost_must_be_greater_than_0,en,The total cost must be greater than 0.,emptying,validation,any,f,,
1736,emptying.validation.kml_file_is_invalid_polygons_shouldn't_self-intersect,en,Kml file is invalid. Polygons shouldn't self-intersect.,emptying,validation,any,f,,
1737,emptying.validation.the_temporary_building_code_is_already_registered,en,The Temporary Building Code is already registered.,emptying,validation,any,f,,
1738,emptying.validation.file_format_error,en,File format error,emptying,validation,any,f,,
1739,emptying.validation.the_image_must_be_in_jpg_format_please_try_again,en,"The image must be in jpg format, please try again.",emptying,validation,any,f,,
1740,emptying.validation.please_allow_access_to_location_in_order_to_proceed,en,Please allow access to location in order to proceed.,emptying,validation,any,f,,
1741,desludging_vehicles.validation.licence_plate_number_taken,en,The license plate number has already been taken.,desludging_vehicles,validation,any,f,,
1742,containments.label.estimated_area_building,en,Estimated Area of the Building (m³),containments,label,any,f,,
1743,general.message.date_to_is_required,en,Date To is Required,general,message,any,f,,
1744,general.message.ate_from_is_required,en,Date From is Required,general,message,any,f,,
1745,emptying.message.sludge_volume_should_not_greater_selected_containmet_size,en,"The Sludge Volume (m³) should not be greater than the selected containment size, which is",emptying,message,any,f,,
1746,performance_efficiency_test.validation.ph_must_between,en,pH must be between 0 and 14.,performance_efficiency_test,validation,any,f,,
1747,treatment_plants.validation.password_apperared_data_leak_diff_password,en,The given password has appeared in a data leak. Please choose a different password.,treatment_plants,validation,any,f,,
1748,emptying_operator.label.application_list,en,Application List,emptying operator,label,mobile,f,,
1749,general.message.permission_inaccessible,en,Permission inaccessible,general,message,mobile,f,,
1750,general.message.you_have_denied_storage_permission,en,You have denied storage permission.,general,message,mobile,f,,
1751,general.message.please_enable_it_to_continue_using_this_feature,en,Please enable it to continue using this feature.,general,message,mobile,f,,
1752,general.message.ask_me_later,en,ASK ME LATER,general,message,mobile,f,,
1753,general.message.try_again,en,TRY AGAIN,general,message,mobile,f,,
1754,emptying_operator.message.the_sludge_volume_must_be_greater_than_0,en,The sludge volume must be greater than 0.,emptying operator,message,any,f,,
1755,road_networ.label.road_code_name,en,Road Code - Road Name,road_network,label,any,f,,
1756,drain_network.validation.drain_code_req,en,Drain Code is required.,drain_network,validation,any,f,,
1757,"map.message.more_than_one_sewer_lines_found,_please_zoom_in_or_select_another_sewer_line",en,"More than One Sewer lines Found, Please Zoom In or Select another Sewer line",map,message,any,f,,
1758,"map.message.more_than_one_roads_found,_please_zoom_in_or_select_another_road",en,"More than One Roads Found, Please Zoom In or Select another Road",map,message,any,f,,
1759,map.message.road_not_found,en,Road Not Found,map,message,any,f,,
1760,map.message.sewer_not_found,en,Sewer Not Found,map,message,any,f,,
1761,"map.message.more_than_one_water_bodies_found,_please_zoom_in_or_select_another_water_body",en,"More than One water bodies Found, Please Zoom In or Select another Water Body",map,message,any,f,,
1762,map.message.water_body_not_found,en,Water Body Not Found,map,message,any,f,,
1763,"map.message.more_than_one_wards_found,_please_zoom_in_or_select_another_water_body",en,"More than One wards Found, Please Zoom In or Select another Water Body",map,message,any,f,,
1764,map.message.ward_not_found,en,Ward Not Found,map,message,any,f,,
1765,map.label.associated_building,en,Associated Building,map,label,any,f,,
1766,map.label.outlet_connection,en,Outlet Connection,map,label,any,f,,
1767,map.label.times_emptied,en,Times Emptied,map,label,any,f,,
1768,map.label.year_of_construction,en,Year of Construction,map,label,any,f,,
1769,map.label.last_emptied_year,en,Last Emptied Year,map,label,any,f,,
1770,general.label.payment_status,en,Payment Status,general,label,any,f,,
1771,general.label.service_status,en,Service Status,general,label,any,f,,
1772,map.message.feature_not_found,en,Feature Not Found,map,message,any,f,,
1773,map.message.containment_not_found,en,Containment Not Found,map,message,any,f,,
1774,map.message.main_building_not_found,en,Main Building Not Found,map,message,any,f,,
1775,map.message.ptct_not_found,en,PTCT not found,map,message,any,f,,
1776,map.label.find_buildings_that_use_community_toilet,en,Find Buildings that use Community Toilet,map,label,any,f,,
1777,map.validation.the_hose_length_field_is_required,en,The hose length field is required.,map,validation,any,f,,
1778,map.validation.the_hose_length_must_be_a_number,en,The hose length must be a number.,map,validation,any,f,,
