id,key,name,text,pages,Group,platform,load,translated_text
1655,emptying.validation.the_service_receiver_contact_number_is_required,en,The Service Receiver Contact Number is required.,emptying,validation,mobile,f,सेवा पाउनेको सम्पर्क नम्बर आवश्यक छ
1656,emptying.validation.the_service_receiver_contact_number_must_be_number,en,The service receiver contact Number must be number.,emptying,validation,mobile,f,सेवा पाउनेको सम्पर्क नम्बर अंकमा आवश्यक छ
1657,emptying.validation.the_service_receiver_gender_is_required,en,The Service Receiver Gender is required.,emptying,validation,mobile,f,सेवा पाउनेको लिंग आवश्यक छ
1658,emptying.validation.the_service_receiver_name_is_required,en,The Service Receiver Name is required.,emptying,validation,mobile,f,सेवा पाउनेको नाम आवश्यक छ
1659,emptying.validation.the_start_time_is_required,en,The Start Time is required.,emptying,validation,mobile,f,सेवा सुरु गरिएको समय आवश्यक छ
1660,emptying.validation.the_total_cost_is_required,en,The Total Cost is required.,emptying,validation,mobile,f,कुल रकम आवश्यक छ
1661,emptying_operator.message.the_total_cost_must_be_greater_than_0,en,The total cost must be greater than 0.,emptying operator,message,any,f,कुल रकम १ वा सो भन्दा बढ़ी हुनुपर्छ
1662,emptying.validation.the_total_cost_must_be_numeric,en,The Total Cost must be numeric.,emptying,validation,mobile,f,कुल रकम अंकमा हुनुपर्छ
1663,emptying_operator.validation.the_treatment_plant_id_is_required,en,The Treatment plant ID is required.,emptying operator,validation,mobile,f,प्रशोधन केंद्रको संकेत आवश्यक छ
1664,emptying_operator.message.the_volume_of_sludge_must_be_greater_than_0,en,The volume of sludge must be greater than 0.,emptying operator,message,mobile,f,स्लज को मात्रा १ वा सो भन्दा बढी हुनुपर्छ
1665,emptying.label.total_cost,en,Total Cost,emptying,label,mobile,f,कुल रकम
1666,general.message.unable_to_enable_location_services_please_try_again,en,Unable to enable location services. Please try again.,general,message,mobile,f,स्थान सेवा सक्रिय गर्न सकिएन कृपया फेरि प्रयास गर्नुहोस्
1667,emptying_operator.label.upload_house_image,en,Upload House Image,emptying operator,label,mobile,f,भवन को फोटो अपलोड गर्नु होस
1668,emptying_operator.label.upload_receipt_image,en,Upload Receipt Image,emptying operator,label,mobile,f,रसीद को फोटो अपलोड गर्नु होस
1669,building_surveyor.message.uploaded,en,Uploaded,building surveyor,message,mobile,f,अपलोड गरिएको छ
1670,building_surveyor.button.view_on_map,en,View on map,building surveyor,button,mobile,f,नक्शामा हेर्नुहोस
1671,emptying_operator.validation.volume_of_sludge_cannot_be_more_than_137,en,Volume of sludge cannot be more than 1.37.,emptying operator,validation,mobile,f,स्लज को मात्रा १.३७ भन्दा बढ़ी हुनुहुदैन
1672,general.label.ward,en,Ward,general,label,mobile,f,वडा
1673,general.label.wms_layers,en,WMS layers,general,label,mobile,f,WMS तह
1674,building_surveyor.message.yes,en,YES,building surveyor,message,mobile,f,हो
1675,sewer_page.label.you_have_not_added_any_sewer_data_into_this_device,en,You have not added any sewer data into this device,sewer page,label,mobile,f,तपाईले ढल सम्बन्धि तथ्यांक यो उपकरणमा थप्नु भएको छैन
1676,general.label.carrying_width,en,Carrying Width,general,label,any,f,सड़क वहनको चौडाई
1677,kpi_target.validation.the_target_must_not_be_greater_than_100,en,The target must not be greater than 100.,kpi_target,validation,any,f,लक्ष्य १०० भन्दा बढ़ी हुनु हुदैन
1678,solid_waste_iss.button.upload_solid_waste_information_support_system_file,en,Upload Solid Waste Information Support System File,solid_waste_iss,button,any,f,फोहोरमैला विवरण सहायता प्रणाली मा फाइल अपलोड गर्नु होस
1679,solid_waste_iss.label.last_payment_date,en,Last Payment date,solid_waste_iss,label,any,f,अन्तिम पटक शुल्क तिरेको मिति
1680,building.message.building_could_not_be_created,en,Building could not be created,building,message,any,f,भवन सिर्जना गर्न सकिएन
1681,building.message.failed_to_update_building_structure_:_kml_file_not_found,en,Failed to update building structure : kml file not found,building,message,any,f,भवन संरचना अध्याबधिक गर्न असफल: KML फाइल फेला परेन
1682,building.message.failed_to_update_building_structure_due_to_invalid_kml_file,en,Failed to update building structure due to invalid kml file,building,message,any,f,भवन संरचना अध्याबधिक गर्न असफल: KML फाइल मिलेन
1683,"building.message.sanitation_system_does_not_match_with_existing_containment_data,_please_update_containment_information_and_try_again",en,"Sanitation System does not match with existing containment data, please update containment information and try again",building,message,any,f,"सरसफाइ प्रणालीमा भएको संकलन ट्याङ्की तथ्याड़क मेल खाँदैन, कृपया संकलन ट्याङ्की जानकारी अध्यावधिक गरेर पुन: प्रयास गर्नुहोस्"
1684,building.message.failed_to_update_building_structure,en,Failed to update building structure,building,message,any,f,भवन संरचना अध्याबधिक गर्न असफल
1685,general.label.performance,en,Performance,general,label,any,f,कार्य सम्पादन
1686,performance_efficiency_test.label.efficiency_test,en,Efficiency Test,performance_efficiency_test,label,any,f,दक्षताको जाँच
1687,performance_efficiency_standard.label.efficiency_standards,en,Efficiency Standards,performance_efficiency_standard,label,any,f,दक्षताको मापदण्ड
1688,emptying_operator.message.file_size_error,en,File size error,emptying operator,message,mobile,f,फाइलको साइज़मा त्रुटी
1689,"emptying_operator.message.the_image_size_exceeds_5_mb,_please_try_again",en,"The image size exceeds 5 MB, please try again.",emptying operator,message,mobile,f,"फोटोको साइज़ ५ MB भन्दा ठुलो छ, कृपया फेरी प्रयास गर्नु होस"
1690,building_surveyor.label.latitude,en,Latitude,building surveyor,label,mobile,f,अक्षांश
1691,building_surveyor.label.longitude,en,Longitude,building surveyor,label,mobile,f,देशान्तर
